"Refid","Author","Title","User","Level","algorithm_domain1","assessor_domain1","algorithm_domain2a","algorithm_domain2b","algorithm_domain2c","assessor_domain2","algorithm_domain3","assessor_domain3","algorithm_domain4","assessor_domain4","algorithm_domain5","assessor_domain5","algorithm_overall","assessor_overall"
16628,"Vidán, M., Serra, J. A., Moreno, C., Riquelme, G., Ortiz, J.","Efficacy of a comprehensive geriatric intervention in older patients hospitalized for hip fracture: a randomized, controlled trial",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16628,"Vidán, M., Serra, J. A., Moreno, C., Riquelme, G., Ortiz, J.","Efficacy of a comprehensive geriatric intervention in older patients hospitalized for hip fracture: a randomized, controlled trial",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16718,"Lv, Y., Gu, L.","Dexmedetomidine potential in attenuating postoperative delirium in elderly patients after total hip joint replacement",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16718,"Lv, Y., Gu, L.","Dexmedetomidine potential in attenuating postoperative delirium in elderly patients after total hip joint replacement",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16726,"Liang, Y., Xin, X., Wang, H., Hua, W., Wu, Y., Wang, X., Li, P., Zhou, T., Wang, H.","A novel predictive strategy for the incidence of postoperative neurocognitive dysfunction in elderly patients with mild cognitive impairment",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16726,"Liang, Y., Xin, X., Wang, H., Hua, W., Wu, Y., Wang, X., Li, P., Zhou, T., Wang, H.","A novel predictive strategy for the incidence of postoperative neurocognitive dysfunction in elderly patients with mild cognitive impairment",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16734,"Wang, W., Ma, Y., Liu, Y., Wang, P., Liu, Y.","Effects of Dexmedetomidine Anesthesia on Early Postoperative Cognitive Dysfunction in Elderly Patients",Madhulika_Agarkar,4,"Some concerns","Some concerns",High,High,High,High,Low,Low,Low,Low,Low,Low,High,High
16734,"Wang, W., Ma, Y., Liu, Y., Wang, P., Liu, Y.","Effects of Dexmedetomidine Anesthesia on Early Postoperative Cognitive Dysfunction in Elderly Patients",Anne_Marbella,4,"Some concerns","Some concerns",High,High,High,High,Low,Low,Low,Low,Low,Low,High,High
16739,"Zhu, T., Yu, J., Ma, Y., Qin, Y., Li, N., Yang, H.","Effectiveness of Perioperative Comprehensive Evaluation of Hip Fracture in the Elderly",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16739,"Zhu, T., Yu, J., Ma, Y., Qin, Y., Li, N., Yang, H.","Effectiveness of Perioperative Comprehensive Evaluation of Hip Fracture in the Elderly",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16741,"Liu, T., Liu, F. C., Xia, Y., Luo, T. J., Wang, F., Chen, B., Wang, C., Gao, G. K., Zhai, W. T., Liu, W.","Effect of dexmedetomidine on the Montreal Cognitive Assessment in older patients undergoing pulmonary surgery",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns","Some concerns","Some concerns"
16741,"Liu, T., Liu, F. C., Xia, Y., Luo, T. J., Wang, F., Chen, B., Wang, C., Gao, G. K., Zhai, W. T., Liu, W.","Effect of dexmedetomidine on the Montreal Cognitive Assessment in older patients undergoing pulmonary surgery",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns","Some concerns","Some concerns"
16845,"Liu, T., Tuo, J., Wei, Q., Sun, X., Zhao, H., Zhao, X., Qu, M.","Effect of Perioperative Dexmedetomidine Infusion on Postoperative Delirium in Elderly Patients Undergoing Oral and Maxillofacial Surgery: A Randomized Controlled Clinical Trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16845,"Liu, T., Tuo, J., Wei, Q., Sun, X., Zhao, H., Zhao, X., Qu, M.","Effect of Perioperative Dexmedetomidine Infusion on Postoperative Delirium in Elderly Patients Undergoing Oral and Maxillofacial Surgery: A Randomized Controlled Clinical Trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16931,"Qiao, H., Chen, J., Huang, Y., Pan, Y., Lu, W., Huang, Y., Li, W., Shen, X.","Early Neurocognitive Function With Propofol or Desflurane Anesthesia After Laser Laryngeal Surgery With Low Inspired Oxygen",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16931,"Qiao, H., Chen, J., Huang, Y., Pan, Y., Lu, W., Huang, Y., Li, W., Shen, X.","Early Neurocognitive Function With Propofol or Desflurane Anesthesia After Laser Laryngeal Surgery With Low Inspired Oxygen",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17001,"Shin, H. J., Woo Nam, S., Kim, H., Yim, S., Han, S. H., Hwang, J. W., Do, S. H., Na, H. S.","Postoperative Delirium after Dexmedetomidine versus Propofol Sedation in Healthy Older Adults Undergoing Orthopedic Lower Limb Surgery with Spinal Anesthesia: A Randomized Controlled Trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17001,"Shin, H. J., Woo Nam, S., Kim, H., Yim, S., Han, S. H., Hwang, J. W., Do, S. H., Na, H. S.","Postoperative Delirium after Dexmedetomidine versus Propofol Sedation in Healthy Older Adults Undergoing Orthopedic Lower Limb Surgery with Spinal Anesthesia: A Randomized Controlled Trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17019,"Qu, J. Z., Mueller, A., McKay, T. B., Westover, M. B., Shelton, K. T., Shaefi, S., D'Alessandro, D. A., Berra, L., Brown, E. N., Houle, T. T., Akeju, O.","Nighttime dexmedetomidine for delirium prevention in non-mechanically ventilated patients after cardiac surgery (MINDDS): A single-centre, parallel-arm, randomised, placebo-controlled superiority trial",Madhulika_Agarkar,4,Low,Low,Low,High,High,High,"Some concerns","Some concerns",Low,Low,Low,Low,High,High
17019,"Qu, J. Z., Mueller, A., McKay, T. B., Westover, M. B., Shelton, K. T., Shaefi, S., D'Alessandro, D. A., Berra, L., Brown, E. N., Houle, T. T., Akeju, O.","Nighttime dexmedetomidine for delirium prevention in non-mechanically ventilated patients after cardiac surgery (MINDDS): A single-centre, parallel-arm, randomised, placebo-controlled superiority trial",Anne_Marbella,4,Low,Low,Low,High,High,High,"Some concerns","Some concerns",Low,Low,Low,Low,High,High
17055,"Dianatkhah, M., Ghaeli, P., Hajhossein Talasaz, A., Karimi, A., Salehiomran, A., Bina, P., Jalali, A., Ghaffary, S., Shahmansouri, N., Vejdani, S.","Evaluating the Potential Effect of Melatonin on the post-Cardiac Surgery Sleep Disorder",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,High,High,"Some concerns","Some concerns",High,High
17055,"Dianatkhah, M., Ghaeli, P., Hajhossein Talasaz, A., Karimi, A., Salehiomran, A., Bina, P., Jalali, A., Ghaffary, S., Shahmansouri, N., Vejdani, S.","Evaluating the Potential Effect of Melatonin on the post-Cardiac Surgery Sleep Disorder",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,High,High,"Some concerns","Some concerns",High,High
17057,"El-Naggar, Dalia I., Sharaf, Samia I., Nasr El-Din, Dalia A., Mahran, Mostafa G., Nawar, Dalia F. Ali","A Study of the Prophylactic and Curative Effect of Melatonin on Postoperative Delirium after Coronary Artery Bypass Grafting Surgery in Elderly Patients",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17057,"El-Naggar, Dalia I., Sharaf, Samia I., Nasr El-Din, Dalia A., Mahran, Mostafa G., Nawar, Dalia F. Ali","A Study of the Prophylactic and Curative Effect of Melatonin on Postoperative Delirium after Coronary Artery Bypass Grafting Surgery in Elderly Patients",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17084,"Tanifuji, T., Otsuka, I., Okazaki, S., Horai, T., So, R., Shiroiwa, K., Mouri, K., Tanaka, M., Ohmoto, N., Sora, I., Hirai, M., Fukumoto, T., Ku, Y., Hishimoto, A.","Preventive effects of preoperative ramelteon on postoperative delirium in Asian elderly population: A randomized, double-blind, placebo-controlled trial, and a systematic review and meta-analysis",Madhulika_Agarkar,4,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Low,High,High
17084,"Tanifuji, T., Otsuka, I., Okazaki, S., Horai, T., So, R., Shiroiwa, K., Mouri, K., Tanaka, M., Ohmoto, N., Sora, I., Hirai, M., Fukumoto, T., Ku, Y., Hishimoto, A.","Preventive effects of preoperative ramelteon on postoperative delirium in Asian elderly population: A randomized, double-blind, placebo-controlled trial, and a systematic review and meta-analysis",Anne_Marbella,4,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Low,High,High
17100,"Neuman, M. D., Feng, R., Ellenberg, S. S., Sieber, F., Sessler, D. I., Magaziner, J., Elkassabany, N., Schwenk, E. S., Dillane, D., Marcantonio, E. R., Menio, D., Ayad, S., Hassan, M., Stone, T., Papp, S., Donegan, D., Marshall, M., Jaffe, J. D., Luke, C., Sharma, B., Azim, S., Hymes, R., Chin, K. J., Sheppard, R., Perlman, B., Sappenfield, J., Hauck, E., Hoeft, M. A., Tierney, A., Gaskins, L. J., Horan, A. D., Brown, T., Dattilo, J., Carson, J. L., Looke, T., Bent, S., Franco-Mora, A., Hedrick, P., Newbern, M., Tadros, R., Pealer, K., Vlassakov, K., Buckley, C., Gavin, L., Gorbatov, S., Gosnell, J., Steen, T., Vafai, A., Zeballos, J., Hruslinski, J., Cardenas, L., Berry, A., Getchell, J., Quercetti, N., Bajracharya, G., Billow, D., Bloomfield, M., Cuko, E., Elyaderani, M. K., Hampton, R., Honar, H., Khoshknabi, D., Kim, D., Krahe, D., Lew, M. M., Maheshwer, C. B., Niazi, A., Saha, P., Salih, A., de Swart, R. J., Volio, A., Bolkus, K., DeAngelis, M., Dodson, G., Gerritsen, J., McEniry, B., Mitrev, L., Kwofie, M. K., Belliveau, A., Bonazza, F., Lloyd, V., Panek, I., Dabiri, J., Chavez, C., Craig, J., Davidson, T., Dietrichs, C., Fleetwood, C., Foley, M., Getto, C., Hailes, S., Hermes, S., Hooper, A., Koener, G., Kohls, K., Law, L., Lipp, A., Losey, A., Nelson, W., Nieto, M., Rogers, P., Rutman, S., Scales, G., Sebastian, B., Stanciu, T., Lobel, G., Giampiccolo, M., Herman, D., Kaufman, M., Murphy, B., Pau, C., Puzio, T., Veselsky, M., Apostle, K., Boyer, D., Fan, B. C., Lee, S., Lemke, M., Merchant, R., Moola, F., Payne, K., Perey, B., Viskontas, D., Poler, M., D'Antonio, P., O'Neill, G., Abdullah, A., Fish-Fuhrmann, J., Giska, M., Fidkowski, C., Guthrie, S. T., Hakeos, W., Hayes, L., Hoegler, J., Nowak, K., Beck, J., Cuff, J., Gaski, G., Haaser, S., Holzman, M., Malekzadeh, A. S., Ramsey, L., Schulman, J., Schwartzbach, C., Azefor, T., Davani, A., Jaberi, M., Masear, C., Haider, S. B., Chungu, C., Ebrahimi, A., Fikry, K., Marcantonio, A., Shelvan, A., Sanders, D., Clarke, C., Lawendy, A., Schwartz, G., Garg, M., Kim, J., Caruci, J., Commeh, E., Cuevas, R., Cuff, G., Franco, L., Furgiuele, D., Giuca, M., Allman, M., Barzideh, O., Cossaro, J., D'Arduini, A., Farhi, A., Gould, J., Kafel, J., Patel, A., Peller, A., Reshef, H., Safur, M., Toscano, F., Tedore, T., Akerman, M., Brumberger, E., Clark, S., Friedlander, R., Jegarl, A., Lane, J., Lyden, J. P., Mehta, N., Murrell, M. T., Painter, N., Ricci, W., Sbrollini, K., Sharma, R., Steel, P. A. D., Steinkamp, M., Weinberg, R., Wellman, D. S., Nader, A., Fitzgerald, P., Ritz, M., Bryson, G., Craig, A., Farhat, C., Gammon, B., Gofton, W., Harris, N., Lalonde, K., Liew, A., Meulenkamp, B., Sonnenburg, K., Wai, E., Wilkin, G., Troxell, K., Alderfer, M. E., Brannen, J., Cupitt, C., Gerhart, S., McLin, R., Sheidy, J., Yurick, K., Chen, F., Dragert, K., Kiss, G., Malveaux, H., McCloskey, D., Mellender, S., Mungekar, S. S., Noveck, H., Sagebien, C., Biby, L., McKelvy, G., Richards, A., Abola, R., Ayala, B., Halper, D., Mavarez, A., Rizwan, S., Choi, S., Awad, I., Flynn, B., Henry, P., Jenkinson, R., Kaustov, L., Lappin, E., McHardy, P., Singh, A., Donnelly, J., Gonzalez, M., Haydel, C., Livelsberger, J., Pazionis, T., Slattery, B., Vazquez-Trejo, M., Baratta, J., Cirullo, M., Deiling, B., Deschamps, L., Glick, M., Katz, D., Krieg, J., Lessin, J., Mojica, J., Torjman, M., Jin, R., Salpeter, M. J., Powell, M., Simmons, J., Lawson, P., Kukreja, P., Graves, S., Sturdivant, A., Bryant, A., Crump, S. J., Verrier, M., Green, J., Menon, M., Applegate, R., Arias, A., Pineiro, N., Uppington, J., Wolinsky, P., Gunnett, A., Hagen, J., Harris, S., Hollen, K., Holloway, B., Horodyski, M. B., Pogue, T., Ramani, R., Smith, C., Woods, A., Warrick, M., Flynn, K., Mongan, P., Ranganath, Y., Fernholz, S., Ingersoll-Weng, E., Marian, A., Seering, M., Sibenaller, Z., Stout, L., Wagner, A., Walter, A., Wong, C., Orwig, D., Goud, M., Helker, C., Mezenghie, L., Montgomery, B., Preston, P., Schwartz, J. S., Weber, R., Fleisher, L. A., Mehta, S., Stephens-Shields, A. J., Dinh, C., Chelly, J. E., Goel, S., Goncz, W., Kawabe, T., Khetarpal, S., Monroe, A., Shick, V., Breidenstein, M., Dominick, T., Friend, A., Mathews, D., Lennertz, R., Sanders, R., Akere, H., Balweg, T., Bo, A., Doro, C., Goodspeed, D., Lang, G., Parker, M., Rettammel, A., Roth, M., White, M., Whiting, P., Allen, B. F. S., Baker, T., Craven, D., McEvoy, M., Turnbo, T., Kates, S., Morgan, M., Willoughby, T., Weigel, W., Auyong, D., Fox, E., Welsh, T., Cusson, B., Dobson, S., Edwards, C., Harris, L., Henshaw, D., Johnson, K., McKinney, G., Miller, S., Reynolds, J., Segal, B. S., Turner, J., VanEenenaam, D., Weller, R., Lei, J., Treggiari, M., Akhtar, S., Blessing, M., Johnson, C., Kampp, M., Kunze, K., O'Connor, M., Looke, T., Tadros, R., Vlassakov, K., Cardenas, L., Bolkus, K., Mitrev, L., Kwofie, M. K., Dabiri, J., Lobel, G., Poler, M., Giska, M., Sanders, D., Schwartz, G., Giuca, M., Tedore, T., Nader, A., Bryson, G., Troxell, K., Kiss, G., Choi, S., Powell, M., Applegate, R., Warrick, M., Ranganath, Y., Chelly, J. E., Lennertz, R., Sanders, R., Allen, B. F. S., Kates, S., Weigel, W., Li, J., Wijeysundera, D. N., Kheterpal, S., Moore, R. H., Smith, A. K., Tosi, L. L., Looke, T., Mehta, S., Fleisher, L., Hruslinski, J., Ramsey, L., Langlois, C., Mezenghie, L., Montgomery, B., Oduwole, S., Rose, T.","Pain, analgesic use, and patient satisfaction with spinal versus general anesthesia for hip fracture surgery: A randomized clinical trial",Madhulika_Agarkar,4,Low,Low,"Some concerns",Low,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
17100,"Neuman, M. D., Feng, R., Ellenberg, S. S., Sieber, F., Sessler, D. I., Magaziner, J., Elkassabany, N., Schwenk, E. S., Dillane, D., Marcantonio, E. R., Menio, D., Ayad, S., Hassan, M., Stone, T., Papp, S., Donegan, D., Marshall, M., Jaffe, J. D., Luke, C., Sharma, B., Azim, S., Hymes, R., Chin, K. J., Sheppard, R., Perlman, B., Sappenfield, J., Hauck, E., Hoeft, M. A., Tierney, A., Gaskins, L. J., Horan, A. D., Brown, T., Dattilo, J., Carson, J. L., Looke, T., Bent, S., Franco-Mora, A., Hedrick, P., Newbern, M., Tadros, R., Pealer, K., Vlassakov, K., Buckley, C., Gavin, L., Gorbatov, S., Gosnell, J., Steen, T., Vafai, A., Zeballos, J., Hruslinski, J., Cardenas, L., Berry, A., Getchell, J., Quercetti, N., Bajracharya, G., Billow, D., Bloomfield, M., Cuko, E., Elyaderani, M. K., Hampton, R., Honar, H., Khoshknabi, D., Kim, D., Krahe, D., Lew, M. M., Maheshwer, C. B., Niazi, A., Saha, P., Salih, A., de Swart, R. J., Volio, A., Bolkus, K., DeAngelis, M., Dodson, G., Gerritsen, J., McEniry, B., Mitrev, L., Kwofie, M. K., Belliveau, A., Bonazza, F., Lloyd, V., Panek, I., Dabiri, J., Chavez, C., Craig, J., Davidson, T., Dietrichs, C., Fleetwood, C., Foley, M., Getto, C., Hailes, S., Hermes, S., Hooper, A., Koener, G., Kohls, K., Law, L., Lipp, A., Losey, A., Nelson, W., Nieto, M., Rogers, P., Rutman, S., Scales, G., Sebastian, B., Stanciu, T., Lobel, G., Giampiccolo, M., Herman, D., Kaufman, M., Murphy, B., Pau, C., Puzio, T., Veselsky, M., Apostle, K., Boyer, D., Fan, B. C., Lee, S., Lemke, M., Merchant, R., Moola, F., Payne, K., Perey, B., Viskontas, D., Poler, M., D'Antonio, P., O'Neill, G., Abdullah, A., Fish-Fuhrmann, J., Giska, M., Fidkowski, C., Guthrie, S. T., Hakeos, W., Hayes, L., Hoegler, J., Nowak, K., Beck, J., Cuff, J., Gaski, G., Haaser, S., Holzman, M., Malekzadeh, A. S., Ramsey, L., Schulman, J., Schwartzbach, C., Azefor, T., Davani, A., Jaberi, M., Masear, C., Haider, S. B., Chungu, C., Ebrahimi, A., Fikry, K., Marcantonio, A., Shelvan, A., Sanders, D., Clarke, C., Lawendy, A., Schwartz, G., Garg, M., Kim, J., Caruci, J., Commeh, E., Cuevas, R., Cuff, G., Franco, L., Furgiuele, D., Giuca, M., Allman, M., Barzideh, O., Cossaro, J., D'Arduini, A., Farhi, A., Gould, J., Kafel, J., Patel, A., Peller, A., Reshef, H., Safur, M., Toscano, F., Tedore, T., Akerman, M., Brumberger, E., Clark, S., Friedlander, R., Jegarl, A., Lane, J., Lyden, J. P., Mehta, N., Murrell, M. T., Painter, N., Ricci, W., Sbrollini, K., Sharma, R., Steel, P. A. D., Steinkamp, M., Weinberg, R., Wellman, D. S., Nader, A., Fitzgerald, P., Ritz, M., Bryson, G., Craig, A., Farhat, C., Gammon, B., Gofton, W., Harris, N., Lalonde, K., Liew, A., Meulenkamp, B., Sonnenburg, K., Wai, E., Wilkin, G., Troxell, K., Alderfer, M. E., Brannen, J., Cupitt, C., Gerhart, S., McLin, R., Sheidy, J., Yurick, K., Chen, F., Dragert, K., Kiss, G., Malveaux, H., McCloskey, D., Mellender, S., Mungekar, S. S., Noveck, H., Sagebien, C., Biby, L., McKelvy, G., Richards, A., Abola, R., Ayala, B., Halper, D., Mavarez, A., Rizwan, S., Choi, S., Awad, I., Flynn, B., Henry, P., Jenkinson, R., Kaustov, L., Lappin, E., McHardy, P., Singh, A., Donnelly, J., Gonzalez, M., Haydel, C., Livelsberger, J., Pazionis, T., Slattery, B., Vazquez-Trejo, M., Baratta, J., Cirullo, M., Deiling, B., Deschamps, L., Glick, M., Katz, D., Krieg, J., Lessin, J., Mojica, J., Torjman, M., Jin, R., Salpeter, M. J., Powell, M., Simmons, J., Lawson, P., Kukreja, P., Graves, S., Sturdivant, A., Bryant, A., Crump, S. J., Verrier, M., Green, J., Menon, M., Applegate, R., Arias, A., Pineiro, N., Uppington, J., Wolinsky, P., Gunnett, A., Hagen, J., Harris, S., Hollen, K., Holloway, B., Horodyski, M. B., Pogue, T., Ramani, R., Smith, C., Woods, A., Warrick, M., Flynn, K., Mongan, P., Ranganath, Y., Fernholz, S., Ingersoll-Weng, E., Marian, A., Seering, M., Sibenaller, Z., Stout, L., Wagner, A., Walter, A., Wong, C., Orwig, D., Goud, M., Helker, C., Mezenghie, L., Montgomery, B., Preston, P., Schwartz, J. S., Weber, R., Fleisher, L. A., Mehta, S., Stephens-Shields, A. J., Dinh, C., Chelly, J. E., Goel, S., Goncz, W., Kawabe, T., Khetarpal, S., Monroe, A., Shick, V., Breidenstein, M., Dominick, T., Friend, A., Mathews, D., Lennertz, R., Sanders, R., Akere, H., Balweg, T., Bo, A., Doro, C., Goodspeed, D., Lang, G., Parker, M., Rettammel, A., Roth, M., White, M., Whiting, P., Allen, B. F. S., Baker, T., Craven, D., McEvoy, M., Turnbo, T., Kates, S., Morgan, M., Willoughby, T., Weigel, W., Auyong, D., Fox, E., Welsh, T., Cusson, B., Dobson, S., Edwards, C., Harris, L., Henshaw, D., Johnson, K., McKinney, G., Miller, S., Reynolds, J., Segal, B. S., Turner, J., VanEenenaam, D., Weller, R., Lei, J., Treggiari, M., Akhtar, S., Blessing, M., Johnson, C., Kampp, M., Kunze, K., O'Connor, M., Looke, T., Tadros, R., Vlassakov, K., Cardenas, L., Bolkus, K., Mitrev, L., Kwofie, M. K., Dabiri, J., Lobel, G., Poler, M., Giska, M., Sanders, D., Schwartz, G., Giuca, M., Tedore, T., Nader, A., Bryson, G., Troxell, K., Kiss, G., Choi, S., Powell, M., Applegate, R., Warrick, M., Ranganath, Y., Chelly, J. E., Lennertz, R., Sanders, R., Allen, B. F. S., Kates, S., Weigel, W., Li, J., Wijeysundera, D. N., Kheterpal, S., Moore, R. H., Smith, A. K., Tosi, L. L., Looke, T., Mehta, S., Fleisher, L., Hruslinski, J., Ramsey, L., Langlois, C., Mezenghie, L., Montgomery, B., Oduwole, S., Rose, T.","Pain, analgesic use, and patient satisfaction with spinal versus general anesthesia for hip fracture surgery: A randomized clinical trial",Stephanie_Ramirez,4,Low,Low,"Some concerns",Low,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
17101,"Cao, Shuang-Jie, Zhang, Yue, Zhang, Yu-Xiu, Zhao, Wei, Pan, Ling-Hui, Sun, Xu-De, Jia, Zhen, Ouyang, Wen, Ye, Qing-Shan, Zhang, Fang-Xiang, Guo, Yong-Qing, Ai, Yan-Qiu, Zhao, Bin-Jiang, Yu, Jian-Bo, Liu, Zhi-Heng, Yin, Ning, Li, Xue-Ying, Ma, Jia-Hui, Li, Hui-Juan, Wang, Mei-Rong, Sessler, Daniel I., Ma, Daqing, Wang, Dong-Xin","Delirium in older patients given propofol or sevoflurane anaesthesia for major cancer surgery: a multicentre randomised trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17101,"Cao, Shuang-Jie, Zhang, Yue, Zhang, Yu-Xiu, Zhao, Wei, Pan, Ling-Hui, Sun, Xu-De, Jia, Zhen, Ouyang, Wen, Ye, Qing-Shan, Zhang, Fang-Xiang, Guo, Yong-Qing, Ai, Yan-Qiu, Zhao, Bin-Jiang, Yu, Jian-Bo, Liu, Zhi-Heng, Yin, Ning, Li, Xue-Ying, Ma, Jia-Hui, Li, Hui-Juan, Wang, Mei-Rong, Sessler, Daniel I., Ma, Daqing, Wang, Dong-Xin","Delirium in older patients given propofol or sevoflurane anaesthesia for major cancer surgery: a multicentre randomised trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17152,"Esmaeili, A., Fanoodi, A., Ebrahimi, A., Zangoue, M., Khojasteh-Kaffash, S.","The Efficacy of Melatonin and Clonidine in Preventing Emergence Delirium in the Elderly Undergoing Orthopedic Surgery, Neurosurgery, and General Surgery: A Placebo-controlled Randomized Clinical Trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17152,"Esmaeili, A., Fanoodi, A., Ebrahimi, A., Zangoue, M., Khojasteh-Kaffash, S.","The Efficacy of Melatonin and Clonidine in Preventing Emergence Delirium in the Elderly Undergoing Orthopedic Surgery, Neurosurgery, and General Surgery: A Placebo-controlled Randomized Clinical Trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17153,"Fazel, Mohammad Reza, Mofidian, Saba, Mahdian, Mehrdad, Akbari, Hossein, Razavizadeh, Mohammad Reza","The effect of melatonin on prevention of postoperative delirium after lower limb fracture surgery in elderly patients: a randomized double blind clinical trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17153,"Fazel, Mohammad Reza, Mofidian, Saba, Mahdian, Mehrdad, Akbari, Hossein, Razavizadeh, Mohammad Reza","The effect of melatonin on prevention of postoperative delirium after lower limb fracture surgery in elderly patients: a randomized double blind clinical trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17154,"Mohamed, S. A., Rady, A., Youssry, M., Abdelaziz Mohamed, M. R., Gamal, M.","Performance of Melatonin as Prophylaxis in Geriatric Patients with Multifactorial Risk for Postoperative Delirium Development: A Randomized Comparative Study",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17154,"Mohamed, S. A., Rady, A., Youssry, M., Abdelaziz Mohamed, M. R., Gamal, M.","Performance of Melatonin as Prophylaxis in Geriatric Patients with Multifactorial Risk for Postoperative Delirium Development: A Randomized Comparative Study",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17155,"Shyu, Yea-Ing L., Liang, Jersey, Wu, Chi-Chuan, Su, Juin-Yih, Cheng, Huey-Shinn, Chou, Shih-Wei, Chen, Min-Chi, Yang, Ching-Tzu","Interdisciplinary Intervention for Hip Fracture in Older Taiwanese: Benefits Last for 1 Year",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17155,"Shyu, Yea-Ing L., Liang, Jersey, Wu, Chi-Chuan, Su, Juin-Yih, Cheng, Huey-Shinn, Chou, Shih-Wei, Chen, Min-Chi, Yang, Ching-Tzu","Interdisciplinary Intervention for Hip Fracture in Older Taiwanese: Benefits Last for 1 Year",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
17156,"Shyu, Yea-Ing Lotus, Liang, Jersey, Wu, Chi-Chuan, Su, Juin-Yih, Cheng, Huey-Shinn, Chou, Shih-Wei, Yang, Ching-Tzu","A Pilot Investigation of the Short-Term Effects of an Interdisciplinary Intervention Program on Elderly Patients with Hip Fracture in Taiwan",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
17156,"Shyu, Yea-Ing Lotus, Liang, Jersey, Wu, Chi-Chuan, Su, Juin-Yih, Cheng, Huey-Shinn, Chou, Shih-Wei, Yang, Ching-Tzu","A Pilot Investigation of the Short-Term Effects of an Interdisciplinary Intervention Program on Elderly Patients with Hip Fracture in Taiwan",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
