refid,design_f_lab,study,study_l,study_l_w_linked,study_id,arm_id,drug,drug_f,drug_recode,drug_recode_abbr,drug_study,arm_n,arm_proph_meds,none,proph_history,proph_med_pre,proph_med_induct,proph_med_intra,proph_med_postop,proph_med_unspec,dexmed,dexmed_loading,dexmed_maintain,dexmed_maintain_low,dexmed_maintain_up,dexmed_postdose,ketamine,ketamine_dose,ketamine_dose_iv,ket_postdose,melatonin,melatonin_dose,melatonin_days,ramelteon,ramelteon_dose,ramelteon_numberdoses,gabapentin,gabapentin_dose,gabapentin_numberdoses,ulinastatin,ulinastatin_dose,ulinastatin_numberdoses,notes,multiple_kq,drug_kq5,control_desc_kq5,other_spec,interv_desc,control_desc
737,Randomized Clinical Trial,Ornek 2010,[Ornek 2010](evidence_tables.html#737),[Ornek 2010](evidence_tables.html#737),Ornek 2010-1,1,,,,,Ramelteon,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Randomized Clinical Trial,Ornek 2010,[Ornek 2010](evidence_tables.html#737),[Ornek 2010](evidence_tables.html#737),Ornek 2010-2,2,,,,,Ramelteon,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Randomized Clinical Trial,Marcantonio 2001,[Marcantonio 2001](evidence_tables.html#741),[Marcantonio 2001](evidence_tables.html#741),Marcantonio 2001-1,1,,,,,Ramelteon,64,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Randomized Clinical Trial,Marcantonio 2001,[Marcantonio 2001](evidence_tables.html#741),[Marcantonio 2001](evidence_tables.html#741),Marcantonio 2001-2,2,,,,,Ramelteon,62,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Randomized Clinical Trial,Li 2019,[Li 2019](evidence_tables.html#742),[Li 2019](evidence_tables.html#742),Li 2019-1,1,Other,Control,Propofol,Prop,Dexmedetomidine,55,kq6_no_proph_meds,kq6_other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propofol,Combined spinal-epidural anesthesia with light sedation using propofol,propofol,,Combined spinal-epidural anesthesia with light sedation using propofol
742,Randomized Clinical Trial,Li 2019,[Li 2019](evidence_tables.html#742),[Li 2019](evidence_tables.html#742),Li 2019-2,2,Midazolam,Midazolam,Midazolam,Mid,Dexmedetomidine,54,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"one arm administered dexmedetomidine, KQ6",Midazolam,,,,
742,Randomized Clinical Trial,Li 2019,[Li 2019](evidence_tables.html#742),[Li 2019](evidence_tables.html#742),Li 2019-3,3,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,55,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,,,,,,,,,,,,,,,,,,,,,,one arm administered midazolam which is a KQ5 intervention,Dexmedetomidine,,,"combined spinal-epidural anesthesia with light sedation using dexmedetomidine, dosage adjusted to BIS 70-85",
750,Nonrandomized Trial,Van Grootven 2016,[Van Grootven 2016](evidence_tables.html#750),[Van Grootven 2016](evidence_tables.html#750),Van Grootven 2016-1,1,,,,,Dexmedetomidine,62,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Nonrandomized Trial,Van Grootven 2016,[Van Grootven 2016](evidence_tables.html#750),[Van Grootven 2016](evidence_tables.html#750),Van Grootven 2016-2,2,,,,,Dexmedetomidine,24,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Randomized Clinical Trial,Hempenius 2013,[Hempenius 2013](evidence_tables.html#760),[Hempenius 2013](evidence_tables.html#760),Hempenius 2013-1,1,,,,,Dexmedetomidine,149,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Randomized Clinical Trial,Hempenius 2013,[Hempenius 2013](evidence_tables.html#760),[Hempenius 2013](evidence_tables.html#760),Hempenius 2013-2,2,,,,,Dexmedetomidine,148,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Randomized Clinical Trial,Silbert 2014,[Silbert 2014](evidence_tables.html#781),[Silbert 2014](evidence_tables.html#781),Silbert 2014-1,1,,,,,Dexmedetomidine,50,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Randomized Clinical Trial,Silbert 2014,[Silbert 2014](evidence_tables.html#781),[Silbert 2014](evidence_tables.html#781),Silbert 2014-2,2,,,,,Dexmedetomidine,48,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Randomized Clinical Trial,Rasmussen 2003,[Rasmussen 2003](evidence_tables.html#831),[Rasmussen 2003](evidence_tables.html#831),Rasmussen 2003-1,1,,,,,Dexmedetomidine,217,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Randomized Clinical Trial,Rasmussen 2003,[Rasmussen 2003](evidence_tables.html#831),[Rasmussen 2003](evidence_tables.html#831),Rasmussen 2003-2,2,,,,,Dexmedetomidine,211,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Randomized Clinical Trial,Chen 2020,[Chen 2020](evidence_tables.html#889),[Chen 2020](evidence_tables.html#889),Chen 2020-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,45,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intraoperative saline infusion
889,Randomized Clinical Trial,Chen 2020,[Chen 2020](evidence_tables.html#889),[Chen 2020](evidence_tables.html#889),Chen 2020-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,43,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,slow pumping dose of dexmedetomidine - 0.3 mcg/kg/h loading dose with 1 mcg/kg/h maintenance,
1117,Randomized Clinical Trial,Mansouri 2019,[Mansouri 2019](evidence_tables.html#1117),[Mansouri 2019](evidence_tables.html#1117),Mansouri 2019-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,50,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,given intraoperatively,,Placebo,Normal saline,,,Normal saline
1117,Randomized Clinical Trial,Mansouri 2019,[Mansouri 2019](evidence_tables.html#1117),[Mansouri 2019](evidence_tables.html#1117),Mansouri 2019-2,2,Midazolam,Midazolam,Midazolam,Mid,Dexmedetomidine,50,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midazolam,,,,
1117,Randomized Clinical Trial,Mansouri 2019,[Mansouri 2019](evidence_tables.html#1117),[Mansouri 2019](evidence_tables.html#1117),Mansouri 2019-3,3,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,50,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,1,,,,,,,,,,,,,,,,,,,,,third study arm: 0.1 mg/kg of midazolam (benzo for KQ5),Dexmedetomidine,,,intravenously,
1134,Retrospective Cohort,Park 2020,[Park 2020](evidence_tables.html#1134),[Park 2020](evidence_tables.html#1134),Park 2020-1,1,,,,,Dexmedetomidine,386,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Retrospective Cohort,Park 2020,[Park 2020](evidence_tables.html#1134),[Park 2020](evidence_tables.html#1134),Park 2020-2,2,,,,,Dexmedetomidine,100,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Prospective Cohort,Juliebo 2009,[Juliebo 2009](evidence_tables.html#1140),[Juliebo 2009](evidence_tables.html#1140),Juliebo 2009-1,1,None,Control,None,None,Ketamine,119,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None given.
1140,Prospective Cohort,Juliebo 2009,[Juliebo 2009](evidence_tables.html#1140),[Juliebo 2009](evidence_tables.html#1140),Juliebo 2009-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,68,kq6_proph_meds,,,,,proph_med_intra,,,,,,,,,ketamine,,,,,,,,,,,,,,,,,,,,,No dosing information provided,
1189,Before-After/Time Series,Adogwa 2017,[Adogwa 2017](evidence_tables.html#1189),[Adogwa 2017](evidence_tables.html#1189),Adogwa 2017-1,1,,,,,Ketamine,25,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Before-After/Time Series,Adogwa 2017,[Adogwa 2017](evidence_tables.html#1189),[Adogwa 2017](evidence_tables.html#1189),Adogwa 2017-2,2,,,,,Ketamine,100,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Randomized Clinical Trial,Watne 2014,[Watne 2014](evidence_tables.html#1201),[Watne 2014](evidence_tables.html#1201),Watne 2014-1,1,,,,,Ketamine,166,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Randomized Clinical Trial,Watne 2014,[Watne 2014](evidence_tables.html#1201),[Watne 2014](evidence_tables.html#1201),Watne 2014-2,2,,,,,Ketamine,163,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Randomized Clinical Trial,Hempenius 2016,[Hempenius 2016](evidence_tables.html#1263),[Hempenius 2016](evidence_tables.html#1263) ([Hempenius 2013](evidence_tables.html#760)),Hempenius 2016-1,1,,,,,Ketamine,133,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Randomized Clinical Trial,Hempenius 2016,[Hempenius 2016](evidence_tables.html#1263),[Hempenius 2016](evidence_tables.html#1263) ([Hempenius 2013](evidence_tables.html#760)),Hempenius 2016-2,2,,,,,Ketamine,127,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Randomized Clinical Trial,Mei 2020a,[Mei 2020a](evidence_tables.html#1267),[Mei 2020a](evidence_tables.html#1267),Mei 2020a-1,1,Other,Control,Propofol,Prop,Dexmedetomidine,183,kq6_no_proph_meds,kq6_other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propofol dose (mg) mean and SD (342 ± 107),,,,Propofol: 0.8 to 1.0 mcg/mL,,Target controlled infusion (intraoperatively)
1267,Randomized Clinical Trial,Mei 2020a,[Mei 2020a](evidence_tables.html#1267),[Mei 2020a](evidence_tables.html#1267),Mei 2020a-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,183,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,0.9,,0.1,0.5,,,,,,,,,,,,,,,,,,Dex dose (mg) mean and SD (105.9 ± 24.1),,,,,loading dose of dex 0.8 to 1.0 mcg/kg administered over 15 to 20 min followed by continuous infusion at 0.1 to 0.5 mcg/kg/h,
1288,Randomized Clinical Trial,Du 2019,[Du 2019](evidence_tables.html#1288),[Du 2019](evidence_tables.html#1288),Du 2019-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,20,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9% normal saline (NaCl) was given
1288,Randomized Clinical Trial,Du 2019,[Du 2019](evidence_tables.html#1288),[Du 2019](evidence_tables.html#1288),Du 2019-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,20,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,intravenous injection of dexmedetomidine 0.6 mcg/kg/h kept until the end of the surgery,
1294,Before-After/Time Series,Richter 2005,[Richter 2005](evidence_tables.html#1294),[Richter 2005](evidence_tables.html#1294),Richter 2005-1,1,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Before-After/Time Series,Richter 2005,[Richter 2005](evidence_tables.html#1294),[Richter 2005](evidence_tables.html#1294),Richter 2005-2,2,,,,,Dexmedetomidine,32,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Before-After/Time Series,Hall 2017,[Hall 2017](evidence_tables.html#1313),[Hall 2017](evidence_tables.html#1313),Hall 2017-1,1,,,,,Dexmedetomidine,5275,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Before-After/Time Series,Hall 2017,[Hall 2017](evidence_tables.html#1313),[Hall 2017](evidence_tables.html#1313),Hall 2017-2,2,,,,,Dexmedetomidine,3878,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Randomized Clinical Trial,Tzimas 2018,[Tzimas 2018](evidence_tables.html#1320),[Tzimas 2018](evidence_tables.html#1320),Tzimas 2018-1,1,,,,,Dexmedetomidine,33,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Randomized Clinical Trial,Tzimas 2018,[Tzimas 2018](evidence_tables.html#1320),[Tzimas 2018](evidence_tables.html#1320),Tzimas 2018-2,2,,,,,Dexmedetomidine,37,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Prospective Cohort,Wang 2021,[Wang 2021](evidence_tables.html#1332),[Wang 2021](evidence_tables.html#1332),Wang 2021-1,1,,,,,Dexmedetomidine,357,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Prospective Cohort,Wang 2021,[Wang 2021](evidence_tables.html#1332),[Wang 2021](evidence_tables.html#1332),Wang 2021-2,2,,,,,Dexmedetomidine,357,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Randomized Clinical Trial,Parker 2015,[Parker 2015](evidence_tables.html#1335),[Parker 2015](evidence_tables.html#1335),Parker 2015-1,1,,,,,Dexmedetomidine,164,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Randomized Clinical Trial,Parker 2015,[Parker 2015](evidence_tables.html#1335),[Parker 2015](evidence_tables.html#1335),Parker 2015-2,2,,,,,Dexmedetomidine,158,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Randomized Clinical Trial,Papaiannou 2005,[Papaiannou 2005](evidence_tables.html#1400),[Papaiannou 2005](evidence_tables.html#1400),Papaiannou 2005-1,1,,,,,Dexmedetomidine,28,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Randomized Clinical Trial,Papaiannou 2005,[Papaiannou 2005](evidence_tables.html#1400),[Papaiannou 2005](evidence_tables.html#1400),Papaiannou 2005-2,2,,,,,Dexmedetomidine,19,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,Randomized Clinical Trial,Liu 2016 (MCI),[Liu 2016 (MCI)](evidence_tables.html#1419),[Liu 2016 (MCI)](evidence_tables.html#1419),Liu 2016-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,40,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuous IV infusion of saline after induction for duration of surgery
1419,Randomized Clinical Trial,Liu 2016 (MCI),[Liu 2016 (MCI)](evidence_tables.html#1419),[Liu 2016 (MCI)](evidence_tables.html#1419),Liu 2016-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,39,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,continuous IV infusion 0.2 to 0.4 mcg/kg/h dexmedetomidine without initial dose for duration of surgery,
1419,Randomized Clinical Trial,Liu 2016 (no MCI),[Liu 2016 (no MCI)](evidence_tables.html#1419),[Liu 2016 (no MCI)](evidence_tables.html#1419),Liu 2016-3,3,Placebo,Control,Placebo,Plac,Dexmedetomidine,58,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continuous IV infusion of saline after induction for duration of surgery
1419,Randomized Clinical Trial,Liu 2016 (no MCI),[Liu 2016 (no MCI)](evidence_tables.html#1419),[Liu 2016 (no MCI)](evidence_tables.html#1419),Liu 2016-4,4,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,60,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,continuous IV infusion 0.2 to 0.4 mcg/kg/h dexmedetomidine without initial dose for duration of surgery,
1489,Randomized Clinical Trial,Zhang 2019a,[Zhang 2019a](evidence_tables.html#1489),[Zhang 2019a](evidence_tables.html#1489),Zhang 2019a-1,1,,,,,Dexmedetomidine,40,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Randomized Clinical Trial,Zhang 2019a,[Zhang 2019a](evidence_tables.html#1489),[Zhang 2019a](evidence_tables.html#1489),Zhang 2019a-2,2,,,,,Dexmedetomidine,40,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Randomized Clinical Trial,Hongyu 2019,[Hongyu 2019](evidence_tables.html#1505),[Hongyu 2019](evidence_tables.html#1505),Hongyu 2019-1,1,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Randomized Clinical Trial,Hongyu 2019,[Hongyu 2019](evidence_tables.html#1505),[Hongyu 2019](evidence_tables.html#1505),Hongyu 2019-2,2,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Randomized Clinical Trial,Wang 2020a,[Wang 2020a](evidence_tables.html#1625),[Wang 2020a](evidence_tables.html#1625),Wang 2020a-1,1,Midazolam,Midazolam,Midazolam,Mid,Dexmedetomidine,20,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midazolam,,,,
1625,Randomized Clinical Trial,Wang 2020a,[Wang 2020a](evidence_tables.html#1625),[Wang 2020a](evidence_tables.html#1625),Wang 2020a-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,20,kq6_proph_meds,,,,,,proph_med_postop,,dexmedetomidine,1,,0.2,0.7,,,,,,,,,,,,,,,,,,"If Ramsay score .4, nurse increased the infusion rate up to a max of 1.0mcg/kg/h",,Dexmedetomidine,,,Received 1.0 mcg/kg of dexmedetomidine over a 10 min period and then continuously perfused (0.2-0.7 mcg/kg/h),
1735,Randomized Clinical Trial,Mei 2018,[Mei 2018](evidence_tables.html#1735),[Mei 2018](evidence_tables.html#1735),Mei 2018-1,1,Other,Control,Propofol,Prop,Dexmedetomidine,148,kq6_no_proph_meds,kq6_other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,propofol,,"Target-controlled infusion of propofol, 0.8 to 1.0 ug/mL"
1735,Randomized Clinical Trial,Mei 2018,[Mei 2018](evidence_tables.html#1735),[Mei 2018](evidence_tables.html#1735),Mei 2018-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,148,kq6_proph_meds,,,,proph_med_induct,,,,dexmedetomidine,0.9,,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,"bolus od dexmedetomidine at 0.8-1.0 ug/kg administered over 15-20 minutes, followed by an infusion of dex at 0.1-0.5ug/kg/hr",
1819,Randomized Clinical Trial,Gao 2020,[Gao 2020](evidence_tables.html#1819),[Gao 2020](evidence_tables.html#1819),Gao 2020-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,30,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intravenous injection of saline at induction and through surgery (0.9% saline)
1819,Randomized Clinical Trial,Gao 2020,[Gao 2020](evidence_tables.html#1819),[Gao 2020](evidence_tables.html#1819),Gao 2020-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,30,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,1,,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,intravenous injection of dexmedetomidine at induction and through surgery,
1847,Randomized Clinical Trial,Hudetz 2009b,[Hudetz 2009b](evidence_tables.html#1847),[Hudetz 2009b](evidence_tables.html#1847) ([Hudetz 2009a](evidence_tables.html#181)),Hudetz 2009b-1,1,Placebo,Control,Placebo,Plac,Ketamine,29,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV bolus saline during anesthetic induction
1847,Randomized Clinical Trial,Hudetz 2009b,[Hudetz 2009b](evidence_tables.html#1847),[Hudetz 2009b](evidence_tables.html#1847) ([Hudetz 2009a](evidence_tables.html#181)),Hudetz 2009b-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,29,kq6_proph_meds,,,,proph_med_induct,,,,,,,,,,ketamine,0.5,,,,,,,,,,,,,,,,,,,,IV bolus ketamine (0.5 mg/kg) during anesthetic induction,
1919,Randomized Clinical Trial,Xin 2021,[Xin 2021](evidence_tables.html#1919),[Xin 2021](evidence_tables.html#1919),Xin 2021-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,30,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5 ug/kg saline 10 minutes before induction, then iv dose of 0.4ug/kg/hr until 30 minutes before the end of surgery",,,,,,
1919,Randomized Clinical Trial,Xin 2021,[Xin 2021](evidence_tables.html#1919),[Xin 2021](evidence_tables.html#1919),Xin 2021-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,30,kq6_proph_meds,,,proph_med_pre,,proph_med_intra,,,dexmedetomidine,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,"Dexmedetomidine diluted with saline at a concentration of 4ug/mL, as a loading dose 0.5ug/kg dex was administered 10 minutes before anesthesia induction, then as a continuous iv infusion of 0.4ug/kg/hr until 30 minutes before the end of surgery",
1937,Randomized Clinical Trial,Hollinger 2021,[Hollinger 2021](evidence_tables.html#1937),[Hollinger 2021](evidence_tables.html#1937),Hollinger 2021-1,1,Placebo,Control,Placebo,Plac,Ketamine,44,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Placebo,Normal saline (0.9%) once before induction,,,Normal saline (0.9%) once before induction
1937,Randomized Clinical Trial,Hollinger 2021,[Hollinger 2021](evidence_tables.html#1937),[Hollinger 2021](evidence_tables.html#1937),Hollinger 2021-2,2,Haloperidol,Haloperidol,Haloperidol,Hal,Ketamine,45,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haloperidol,,,,
1937,Randomized Clinical Trial,Hollinger 2021,[Hollinger 2021](evidence_tables.html#1937),[Hollinger 2021](evidence_tables.html#1937),Hollinger 2021-3,3,Ketamine,Ketamine,Ketamine,Ket,Ketamine,47,kq6_proph_meds,,,proph_med_pre,,,,,,,,,,,ketamine,1,,,,,,,,,,,,,,,,,Ketamine,,,one dose based on body weight,
2020,Randomized Clinical Trial,Wang 2020b,[Wang 2020b](evidence_tables.html#2020),[Wang 2020b](evidence_tables.html#2020),Wang 2020b-1,1,,,,,Ketamine,13,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Randomized Clinical Trial,Wang 2020b,[Wang 2020b](evidence_tables.html#2020),[Wang 2020b](evidence_tables.html#2020),Wang 2020b-2,2,,,,,Ketamine,12,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Randomized Clinical Trial,Deiner 2017,[Deiner 2017](evidence_tables.html#2022),[Deiner 2017](evidence_tables.html#2022),Deiner 2017-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,201,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 ug/kg/hr of saline placebo at entry to the operation room through 2 hours into revovery
2022,Randomized Clinical Trial,Deiner 2017,[Deiner 2017](evidence_tables.html#2022),[Deiner 2017](evidence_tables.html#2022),Deiner 2017-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,189,kq6_proph_meds,,,,,proph_med_intra,proph_med_postop,,dexmedetomidine,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,An infusion of dexmedetomidine (0.5 μg/kg/h) or saline placebo was started in patients on entering the operating room and was continued until 2 hours into recovery,
2108,Before-After/Time Series,Braude 2017,[Braude 2017](evidence_tables.html#2108),[Braude 2017](evidence_tables.html#2108),Braude 2017-1,1,,,,,Dexmedetomidine,101,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Before-After/Time Series,Braude 2017,[Braude 2017](evidence_tables.html#2108),[Braude 2017](evidence_tables.html#2108),Braude 2017-2,2,,,,,Dexmedetomidine,124,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,Randomized Clinical Trial,Momeni 2021,[Momeni 2021](evidence_tables.html#2173),[Momeni 2021](evidence_tables.html#2173),Momeni 2021-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,203,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline infusion from chest closure, for 10 h"
2173,Randomized Clinical Trial,Momeni 2021,[Momeni 2021](evidence_tables.html#2173),[Momeni 2021](evidence_tables.html#2173),Momeni 2021-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,205,kq6_proph_meds,,,,,,proph_med_postop,,dexmedetomidine,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,"0.4 mcg/kg/h dexmedetomidine infusion from chest closure, for 10 h",
2217,Randomized Clinical Trial,Rascon-Martinez 2016,[Rascon-Martinez 2016](evidence_tables.html#2217),[Rascon-Martinez 2016](evidence_tables.html#2217),Rascon-Martinez 2016-1,1,Placebo,Control,Placebo,Plac,Ketamine,32,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV administration of physiologic solution after initial sedation and throughout surgery
2217,Randomized Clinical Trial,Rascon-Martinez 2016,[Rascon-Martinez 2016](evidence_tables.html#2217),[Rascon-Martinez 2016](evidence_tables.html#2217),Rascon-Martinez 2016-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,33,kq6_proph_meds,,,,,,,,,,,,,,ketamine,0.3,,,,,,,,,,,,,,,,,,,,IV administration of 0.3 mg/kg ketamine solution after initial sedation and throughout surgery,
2252,Randomized Clinical Trial,Edipoglu 2019,[Edipoglu 2019](evidence_tables.html#2252),[Edipoglu 2019](evidence_tables.html#2252),Edipoglu 2019-1,1,,,,,Ketamine,26,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,Randomized Clinical Trial,Edipoglu 2019,[Edipoglu 2019](evidence_tables.html#2252),[Edipoglu 2019](evidence_tables.html#2252),Edipoglu 2019-2,2,,,,,Ketamine,31,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,Randomized Clinical Trial,Djainai 2016,[Djainai 2016](evidence_tables.html#2288),[Djainai 2016](evidence_tables.html#2288),Djainai 2016-1,1,Other,Control,Propofol,Prop,Dexmedetomidine,92,kq6_no_proph_meds,kq6_other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propofol,,Propofol infusion 25 to 50 mcg/kg/min until readiness for tracheal extubation.
